Hour,Day_Num,Month,Crime_Severity_Score,Is_Weekend,Arrest,Primary Type,Temporal_Cluster
18,5,7,6,1,1,BATTERY,1
11,5,5,6,1,0,ASSAULT,1
10,4,10,6,0,0,BATTERY,1
13,6,10,6,1,0,ASSAULT,1
13,1,5,4,0,1,NARCOTICS,3
17,5,2,3,1,0,CRIMINAL DAMAGE,3
0,3,3,6,0,0,ASSAULT,0
0,6,2,5,1,0,MOTOR VEHICLE THEFT,0
2,5,6,6,1,1,ASSAULT,0
10,3,8,3,0,0,DECEPTIVE PRACTICE,2
13,2,9,3,0,0,THEFT,2
8,6,3,3,1,0,THEFT,3
19,6,12,3,1,0,THEFT,2
16,6,11,3,1,0,THEFT,2
21,2,7,3,0,0,THEFT,2
20,3,1,3,0,0,THEFT,3
3,5,1,6,1,0,BATTERY,0
1,0,8,6,0,1,ASSAULT,0
23,4,10,2,0,0,OTHER OFFENSE,2
19,3,11,5,0,0,MOTOR VEHICLE THEFT,2
14,2,2,3,0,1,CRIMINAL TRESPASS,3
21,1,12,5,0,0,MOTOR VEHICLE THEFT,2
10,2,10,3,0,0,THEFT,2
2,0,9,3,0,0,THEFT,0
4,0,3,6,0,0,ASSAULT,0
18,5,3,3,1,0,THEFT,3
11,2,5,4,0,1,NARCOTICS,3
15,3,11,3,0,0,CRIMINAL DAMAGE,2
0,4,7,6,0,0,BATTERY,0
23,1,1,5,0,1,WEAPONS VIOLATION,3
19,0,11,6,0,0,ASSAULT,1
18,0,7,3,0,0,THEFT,2
0,6,1,5,1,0,MOTOR VEHICLE THEFT,0
11,3,2,6,0,1,ASSAULT,1
22,3,12,5,0,0,MOTOR VEHICLE THEFT,2
11,0,9,6,0,0,ASSAULT,1
7,1,7,5,0,0,MOTOR VEHICLE THEFT,0
0,4,1,3,0,0,THEFT,0
13,5,8,3,1,0,THEFT,2
15,2,10,2,0,0,OTHER OFFENSE,2
5,4,7,3,0,0,THEFT,0
3,4,3,2,0,0,OTHER OFFENSE,3
15,5,7,3,1,0,THEFT,2
20,4,6,5,0,0,MOTOR VEHICLE THEFT,1
13,2,11,3,0,1,THEFT,2
21,3,7,3,0,0,CRIMINAL DAMAGE,2
16,3,12,5,0,0,BURGLARY,2
18,6,3,6,1,0,ASSAULT,1
0,2,8,6,0,0,BATTERY,0
12,3,2,6,0,0,ASSAULT,1
15,2,7,6,0,0,BATTERY,1
4,4,3,6,0,0,BATTERY,0
16,4,10,6,0,0,BATTERY,1
17,4,7,2,0,1,OTHER OFFENSE,2
1,5,9,5,1,0,WEAPONS VIOLATION,0
20,1,1,5,0,0,MOTOR VEHICLE THEFT,3
17,2,12,3,0,0,THEFT,2
22,1,4,2,0,0,OTHER OFFENSE,3
21,5,4,5,1,0,MOTOR VEHICLE THEFT,1
4,3,5,3,0,0,THEFT,0
12,0,12,3,0,0,THEFT,2
15,1,8,3,0,0,CRIMINAL DAMAGE,2
7,5,6,6,1,1,BATTERY,0
14,1,3,6,0,0,ASSAULT,1
7,2,8,3,0,1,THEFT,2
1,3,12,6,0,1,ASSAULT,0
17,1,12,3,0,0,THEFT,2
6,3,1,2,0,1,OTHER OFFENSE,3
14,4,2,3,0,0,DECEPTIVE PRACTICE,3
22,1,7,2,0,1,INTERFERENCE WITH PUBLIC OFFICER,2
16,0,8,6,0,0,BATTERY,1
18,0,9,6,0,0,BATTERY,1
18,6,1,4,1,1,NARCOTICS,3
13,3,6,6,0,0,BATTERY,1
19,3,6,3,0,0,CRIMINAL TRESPASS,3
22,5,10,7,1,0,ROBBERY,1
20,6,5,3,1,0,THEFT,3
11,5,5,6,1,0,BATTERY,1
10,6,3,3,1,0,THEFT,3
19,3,6,5,0,1,WEAPONS VIOLATION,1
6,2,8,6,0,0,BATTERY,0
9,2,1,2,0,0,OTHER OFFENSE,3
8,6,1,5,1,0,BURGLARY,0
10,3,12,6,0,0,ASSAULT,1
12,5,5,6,1,0,ASSAULT,1
1,2,6,4,0,1,NARCOTICS,0
14,4,6,2,0,0,OTHER OFFENSE,3
12,1,12,3,0,0,DECEPTIVE PRACTICE,2
10,4,4,3,0,0,THEFT,3
4,2,8,7,0,0,ROBBERY,0
1,6,3,6,1,1,BATTERY,0
13,3,11,6,0,1,BATTERY,1
9,3,4,3,0,1,CRIMINAL TRESPASS,3
4,2,7,5,0,0,MOTOR VEHICLE THEFT,0
10,1,9,3,0,0,THEFT,2
0,5,4,5,1,0,MOTOR VEHICLE THEFT,0
10,4,8,3,0,0,DECEPTIVE PRACTICE,2
6,1,7,6,0,0,ASSAULT,0
12,6,11,3,1,0,THEFT,2
21,0,6,7,0,1,SEX OFFENSE,1
5,6,8,3,1,0,CRIMINAL DAMAGE,0
5,1,10,6,0,0,BATTERY,0
4,6,7,3,1,0,THEFT,0
20,2,10,5,0,0,MOTOR VEHICLE THEFT,1
15,3,5,6,0,0,ASSAULT,1
20,5,8,6,1,0,ASSAULT,1
12,6,1,3,1,1,CRIMINAL TRESPASS,3
12,2,7,4,0,1,NARCOTICS,2
8,1,2,2,0,0,OTHER OFFENSE,3
16,2,6,3,0,0,THEFT,3
12,4,10,3,0,0,THEFT,2
13,6,12,6,1,0,BATTERY,1
19,1,4,6,0,0,BATTERY,1
6,1,1,8,0,0,CRIMINAL SEXUAL ASSAULT,1
13,3,7,3,0,0,THEFT,2
20,2,7,5,0,1,WEAPONS VIOLATION,1
9,3,2,5,0,0,MOTOR VEHICLE THEFT,3
0,5,9,5,1,0,BURGLARY,0
0,2,8,7,0,0,ROBBERY,0
20,3,10,3,0,0,THEFT,2
15,1,1,2,0,0,OTHER OFFENSE,3
19,6,5,4,1,1,NARCOTICS,3
11,0,10,6,0,0,BATTERY,1
23,5,11,6,1,1,BATTERY,1
2,3,10,5,0,0,BURGLARY,0
22,3,5,6,0,0,BATTERY,1
0,0,2,3,0,0,CRIMINAL DAMAGE,0
12,2,9,3,0,0,DECEPTIVE PRACTICE,2
21,4,8,6,0,0,ASSAULT,1
7,0,7,6,0,0,BATTERY,1
4,0,5,2,0,0,OTHER OFFENSE,3
10,1,7,7,0,0,ROBBERY,1
18,2,11,6,0,0,ASSAULT,1
10,4,10,3,0,0,THEFT,2
9,1,3,6,0,0,BATTERY,1
1,3,5,5,0,1,WEAPONS VIOLATION,0
12,1,3,5,0,0,MOTOR VEHICLE THEFT,3
1,6,2,6,1,0,BATTERY,0
16,5,4,3,1,0,CRIMINAL DAMAGE,3
14,3,5,3,0,0,CRIMINAL DAMAGE,3
9,3,5,3,0,0,THEFT,3
4,5,7,2,1,1,PUBLIC PEACE VIOLATION,0
0,3,3,8,0,0,CRIMINAL SEXUAL ASSAULT,0
7,6,5,6,1,0,BATTERY,0
9,3,7,3,0,0,THEFT,2
19,3,9,6,0,0,BATTERY,1
17,4,4,3,0,0,DECEPTIVE PRACTICE,3
16,1,11,2,0,0,OTHER OFFENSE,2
0,1,12,3,0,0,THEFT,0
17,2,8,3,0,0,THEFT,2
21,4,10,2,0,1,OTHER OFFENSE,2
9,3,3,5,0,0,BURGLARY,0
17,2,6,3,0,0,CRIMINAL DAMAGE,3
22,6,3,4,1,1,NARCOTICS,3
9,1,5,3,0,0,THEFT,3
7,5,2,3,1,1,DECEPTIVE PRACTICE,3
21,6,9,6,1,0,ASSAULT,1
12,4,12,6,0,0,BATTERY,1
15,1,1,6,0,0,BATTERY,1
0,1,9,2,0,0,OTHER OFFENSE,0
9,5,4,7,1,0,SEX OFFENSE,1
1,6,1,6,1,0,BATTERY,0
16,6,3,3,1,0,THEFT,3
13,2,1,3,0,1,CRIMINAL TRESPASS,3
19,3,12,3,0,0,THEFT,2
23,2,1,6,0,0,BATTERY,1
18,4,10,6,0,0,ASSAULT,1
20,2,12,6,0,0,BATTERY,1
20,1,6,5,0,1,WEAPONS VIOLATION,1
17,3,2,7,0,0,ROBBERY,1
14,0,10,6,0,0,ASSAULT,1
10,2,6,3,0,0,CRIMINAL DAMAGE,3
15,1,5,3,0,0,CRIMINAL DAMAGE,3
22,5,10,6,1,0,BATTERY,1
15,3,10,3,0,1,THEFT,2
8,2,10,3,0,0,CRIMINAL DAMAGE,2
20,2,3,5,0,0,MOTOR VEHICLE THEFT,1
10,5,4,3,1,0,THEFT,3
20,0,6,2,0,1,OTHER OFFENSE,3
0,1,2,3,0,0,DECEPTIVE PRACTICE,0
10,0,11,6,0,1,BATTERY,1
2,5,10,3,1,0,CRIMINAL DAMAGE,0
17,6,12,5,1,0,MOTOR VEHICLE THEFT,2
15,5,4,5,1,0,BURGLARY,1
9,0,9,5,0,0,MOTOR VEHICLE THEFT,2
6,0,6,3,0,0,THEFT,3
12,1,11,3,0,1,CRIMINAL DAMAGE,2
22,5,8,6,1,0,ASSAULT,1
8,4,1,3,0,0,CRIMINAL DAMAGE,3
17,5,3,3,1,0,THEFT,3
21,3,1,5,0,0,BURGLARY,3
10,5,1,3,1,0,CRIMINAL DAMAGE,3
20,6,5,5,1,1,WEAPONS VIOLATION,1
7,6,11,3,1,0,THEFT,2
15,5,2,5,1,0,MOTOR VEHICLE THEFT,3
2,6,3,5,1,0,BURGLARY,0
23,5,9,5,1,0,BURGLARY,1
0,2,12,2,0,0,OTHER OFFENSE,2
17,3,1,5,0,1,WEAPONS VIOLATION,3
16,1,6,3,0,0,THEFT,3
5,2,1,5,0,0,BURGLARY,0
8,4,10,3,0,1,CRIMINAL TRESPASS,2
21,4,11,3,0,0,THEFT,2
13,2,2,3,0,1,CRIMINAL TRESPASS,3
14,3,8,3,0,0,DECEPTIVE PRACTICE,2
20,3,3,3,0,0,THEFT,3
2,4,5,6,0,0,ASSAULT,0
9,4,1,3,0,0,THEFT,3
9,2,4,5,0,0,BURGLARY,0
13,2,5,3,0,1,THEFT,3
20,6,8,3,1,0,CRIMINAL DAMAGE,2
12,1,4,3,0,0,THEFT,3
0,5,5,3,1,0,DECEPTIVE PRACTICE,0
10,5,1,6,1,1,ASSAULT,1
14,4,12,5,0,0,BURGLARY,2
18,2,10,6,0,0,BATTERY,1
20,1,7,3,0,1,CRIMINAL TRESPASS,2
13,2,5,3,0,0,THEFT,3
17,6,8,2,1,1,LIQUOR LAW VIOLATION,2
1,4,10,3,0,0,DECEPTIVE PRACTICE,0
15,4,4,6,0,0,BATTERY,1
22,3,12,2,0,0,OTHER OFFENSE,2
7,5,10,3,1,0,THEFT,2
16,3,7,2,0,0,OTHER OFFENSE,2
19,6,4,5,1,0,OFFENSE INVOLVING CHILDREN,1
8,0,9,3,0,1,CRIMINAL TRESPASS,2
5,0,5,5,0,0,MOTOR VEHICLE THEFT,0
11,2,7,3,0,0,CRIMINAL DAMAGE,2
0,5,8,6,1,1,BATTERY,0
8,3,5,6,0,0,BATTERY,1
15,4,3,6,0,0,BATTERY,1
20,1,4,2,0,1,PUBLIC PEACE VIOLATION,3
17,6,3,2,1,1,OTHER OFFENSE,3
22,2,11,6,0,0,BATTERY,1
17,2,11,3,0,0,CRIMINAL TRESPASS,2
16,3,10,3,0,0,DECEPTIVE PRACTICE,2
11,5,10,6,1,0,ASSAULT,1
10,4,1,5,0,0,MOTOR VEHICLE THEFT,3
15,3,9,6,0,1,BATTERY,1
20,6,3,2,1,0,OTHER OFFENSE,3
7,3,3,6,0,0,BATTERY,0
18,0,8,3,0,0,CRIMINAL DAMAGE,2
2,5,6,6,1,1,BATTERY,0
18,1,7,3,0,0,THEFT,2
9,5,12,6,1,0,BATTERY,0
7,4,3,3,0,0,THEFT,3
1,2,4,3,0,0,CRIMINAL TRESPASS,0
9,3,6,3,0,0,THEFT,3
17,4,6,6,0,0,BATTERY,1
10,0,6,6,0,1,ASSAULT,1
15,1,7,6,0,0,ASSAULT,1
0,3,12,3,0,0,THEFT,0
20,3,1,5,0,1,WEAPONS VIOLATION,3
13,4,5,5,0,0,MOTOR VEHICLE THEFT,1
0,2,2,6,0,0,BATTERY,0
4,5,6,3,1,0,CRIMINAL DAMAGE,0
14,3,8,3,0,0,THEFT,2
17,6,10,3,1,0,THEFT,2
23,2,10,6,0,0,ASSAULT,1
12,1,10,3,0,0,DECEPTIVE PRACTICE,2
8,6,4,4,1,1,NARCOTICS,0
2,3,1,3,0,1,CRIMINAL TRESPASS,3
3,6,4,5,1,0,BURGLARY,0
15,6,6,3,1,1,CRIMINAL TRESPASS,3
0,0,3,3,0,0,THEFT,0
11,2,5,6,0,0,BATTERY,1
16,3,3,3,0,0,DECEPTIVE PRACTICE,3
15,4,7,6,0,0,ASSAULT,1
16,4,6,6,0,0,BATTERY,1
19,4,2,6,0,1,BATTERY,1
18,5,1,5,1,0,BURGLARY,3
14,6,8,3,1,0,THEFT,2
23,0,8,6,0,0,BATTERY,1
1,2,9,3,0,0,THEFT,0
18,4,1,3,0,0,THEFT,3
2,5,5,6,1,0,BATTERY,0
0,0,5,3,0,0,THEFT,0
14,2,10,3,0,0,THEFT,2
16,3,9,3,0,0,THEFT,2
22,6,12,5,1,0,BURGLARY,2
14,3,2,6,0,0,BATTERY,1
20,1,11,2,0,0,OTHER OFFENSE,2
4,3,1,8,0,0,CRIMINAL SEXUAL ASSAULT,1
19,3,12,3,0,0,CRIMINAL DAMAGE,2
16,4,8,5,0,0,OFFENSE INVOLVING CHILDREN,1
0,1,4,3,0,0,THEFT,0
0,1,4,5,0,0,BURGLARY,0
17,6,3,3,1,0,CRIMINAL TRESPASS,3
13,4,12,3,0,0,CRIMINAL DAMAGE,2
16,1,12,5,0,1,WEAPONS VIOLATION,2
15,2,1,6,0,0,BATTERY,1
13,3,1,3,0,0,THEFT,3
7,0,11,6,0,0,BATTERY,0
19,3,3,3,0,0,THEFT,3
16,3,3,3,0,0,THEFT,3
10,4,1,5,0,0,BURGLARY,3
8,6,12,7,1,0,ROBBERY,1
9,5,1,6,1,0,BATTERY,1
0,0,9,6,0,0,ASSAULT,0
17,1,5,6,0,0,ASSAULT,1
15,5,12,3,1,0,CRIMINAL DAMAGE,2
21,3,3,3,0,0,THEFT,3
19,4,3,3,0,0,THEFT,3
15,0,12,5,0,1,WEAPONS VIOLATION,2
21,2,4,3,0,0,THEFT,3
20,5,5,5,1,1,WEAPONS VIOLATION,1
22,1,9,6,0,0,BATTERY,1
9,6,3,3,1,0,DECEPTIVE PRACTICE,3
21,2,1,4,0,1,NARCOTICS,3
15,3,12,6,0,0,ASSAULT,1
9,2,12,6,0,0,BATTERY,1
7,5,3,5,1,0,BURGLARY,0
13,6,7,6,1,0,ASSAULT,1
0,6,3,3,1,0,THEFT,0
8,3,10,6,0,0,BATTERY,0
16,0,10,3,0,0,THEFT,2
9,0,1,3,0,0,THEFT,3
5,5,3,3,1,0,CRIMINAL DAMAGE,0
15,3,6,2,0,0,OTHER OFFENSE,3
14,5,4,3,1,0,THEFT,3
12,0,7,3,0,0,THEFT,2
20,3,3,3,0,0,CRIMINAL DAMAGE,3
17,1,12,6,0,1,ASSAULT,1
7,0,3,5,0,0,MOTOR VEHICLE THEFT,0
18,4,12,5,0,0,BURGLARY,2
0,3,4,3,0,0,CRIMINAL DAMAGE,0
0,1,4,3,0,0,CRIMINAL DAMAGE,0
21,3,1,5,0,0,BURGLARY,3
20,0,4,5,0,0,MOTOR VEHICLE THEFT,1
15,2,8,6,0,0,BATTERY,1
0,6,1,2,1,1,PUBLIC PEACE VIOLATION,0
13,1,1,6,0,0,BATTERY,1
7,6,9,3,1,0,CRIMINAL DAMAGE,0
22,0,6,6,0,0,BATTERY,1
17,6,3,3,1,0,CRIMINAL DAMAGE,3
6,5,8,2,1,1,PUBLIC PEACE VIOLATION,2
19,0,8,3,0,0,THEFT,2
11,1,9,6,0,0,BATTERY,1
21,2,2,6,0,1,BATTERY,1
12,1,3,5,0,1,BURGLARY,3
9,1,7,3,0,0,CRIMINAL DAMAGE,2
3,0,6,5,0,0,MOTOR VEHICLE THEFT,0
12,6,7,6,1,0,BATTERY,1
15,4,8,6,0,0,ASSAULT,1
17,1,1,6,0,0,ASSAULT,1
0,6,3,3,1,0,THEFT,0
22,0,11,2,0,0,OTHER OFFENSE,2
23,4,5,6,0,1,BATTERY,1
18,1,6,3,0,0,CRIMINAL DAMAGE,3
10,0,12,6,0,0,BATTERY,1
21,0,9,5,0,0,MOTOR VEHICLE THEFT,1
19,1,12,3,0,0,THEFT,2
4,5,5,3,1,0,CRIMINAL DAMAGE,0
21,2,12,6,0,1,ASSAULT,1
17,2,11,3,0,1,CRIMINAL TRESPASS,2
0,0,11,6,0,0,BATTERY,0
9,5,4,6,1,0,BATTERY,1
2,5,9,3,1,0,THEFT,0
8,5,12,3,1,0,THEFT,2
8,4,6,6,0,0,BATTERY,0
8,1,7,3,0,1,THEFT,2
21,5,3,7,1,0,ROBBERY,1
12,6,4,3,1,0,CRIMINAL DAMAGE,3
20,4,6,5,0,1,WEAPONS VIOLATION,1
16,2,4,6,0,0,BATTERY,1
13,0,5,3,0,0,CRIMINAL DAMAGE,3
20,5,10,5,1,0,BURGLARY,1
9,5,3,6,1,0,BATTERY,1
4,6,8,6,1,1,BATTERY,0
20,4,11,3,0,0,THEFT,2
17,0,3,3,0,0,CRIMINAL DAMAGE,3
8,0,3,5,0,0,MOTOR VEHICLE THEFT,3
12,6,11,3,1,0,THEFT,2
23,0,12,3,0,0,CRIMINAL DAMAGE,2
19,1,8,3,0,0,THEFT,2
10,1,5,6,0,0,BATTERY,1
9,1,7,3,0,0,THEFT,2
15,3,2,3,0,0,THEFT,3
9,3,6,2,0,0,OTHER OFFENSE,3
23,5,11,3,1,0,CRIMINAL DAMAGE,2
6,0,9,3,0,0,THEFT,2
10,5,8,6,1,0,BATTERY,1
12,0,3,6,0,0,BATTERY,1
23,3,7,3,0,1,CRIMINAL TRESPASS,2
15,0,1,3,0,0,CRIMINAL DAMAGE,3
2,1,4,3,0,0,CRIMINAL DAMAGE,0
16,6,6,3,1,0,THEFT,3
21,4,3,2,0,1,INTERFERENCE WITH PUBLIC OFFICER,3
9,3,5,3,0,1,CRIMINAL TRESPASS,3
6,6,5,6,1,0,ASSAULT,0
8,4,7,6,0,1,BATTERY,0
14,5,12,3,1,0,DECEPTIVE PRACTICE,2
13,2,11,3,0,0,THEFT,2
1,4,6,3,0,0,THEFT,0
10,5,4,6,1,0,BATTERY,1
1,2,3,3,0,0,THEFT,0
21,1,6,6,0,1,BATTERY,1
16,0,12,3,0,0,THEFT,2
15,5,3,2,1,0,OTHER OFFENSE,3
9,1,12,3,0,0,DECEPTIVE PRACTICE,2
17,3,10,3,0,0,DECEPTIVE PRACTICE,2
19,3,7,3,0,0,THEFT,2
7,3,11,5,0,0,MOTOR VEHICLE THEFT,0
20,2,3,3,0,0,CRIMINAL DAMAGE,3
0,1,3,4,0,1,NARCOTICS,0
12,3,10,3,0,0,DECEPTIVE PRACTICE,2
6,3,8,3,0,0,CRIMINAL TRESPASS,0
16,1,10,2,0,1,OTHER OFFENSE,2
14,3,6,3,0,0,CRIMINAL TRESPASS,3
23,6,6,6,1,0,BATTERY,1
8,4,4,3,0,0,THEFT,3
0,0,12,6,0,0,ASSAULT,0
7,5,2,3,1,0,THEFT,3
16,0,9,4,0,1,NARCOTICS,2
15,4,6,3,0,0,THEFT,3
23,1,9,3,0,0,THEFT,2
17,5,3,6,1,0,ASSAULT,1
8,1,2,5,0,0,MOTOR VEHICLE THEFT,3
21,2,7,6,0,0,BATTERY,1
20,6,4,6,1,0,BATTERY,1
16,0,10,6,0,0,ASSAULT,1
3,6,9,6,1,1,ASSAULT,0
2,6,11,3,1,0,CRIMINAL DAMAGE,0
6,3,1,3,0,0,THEFT,3
12,3,6,3,0,0,DECEPTIVE PRACTICE,3
4,1,8,3,0,0,THEFT,0
21,5,6,5,1,0,WEAPONS VIOLATION,1
13,0,3,3,0,0,CRIMINAL DAMAGE,3
6,1,1,5,0,1,WEAPONS VIOLATION,3
9,1,3,2,0,0,OTHER OFFENSE,3
14,5,12,3,1,0,THEFT,2
11,4,7,6,0,0,ASSAULT,1
13,1,10,3,0,0,THEFT,2
16,2,1,2,0,0,OTHER OFFENSE,3
4,1,6,2,0,1,OTHER OFFENSE,3
20,6,2,3,1,1,THEFT,3
16,3,7,2,0,0,OTHER OFFENSE,2
16,4,9,5,0,0,OFFENSE INVOLVING CHILDREN,1
15,3,3,3,0,0,THEFT,3
17,2,2,3,0,0,THEFT,3
0,1,9,3,0,0,DECEPTIVE PRACTICE,0
9,2,3,6,0,0,BATTERY,1
2,6,8,5,1,0,MOTOR VEHICLE THEFT,0
20,0,9,3,0,0,THEFT,2
5,4,11,3,0,0,THEFT,2
19,5,12,6,1,0,BATTERY,1
23,6,2,6,1,0,BATTERY,1
11,3,5,3,0,1,CRIMINAL TRESPASS,3
15,4,9,3,0,0,THEFT,2
23,3,7,2,0,0,OTHER OFFENSE,2
11,2,8,7,0,0,ROBBERY,1
17,0,2,6,0,0,BATTERY,1
15,4,2,5,0,0,BURGLARY,3
0,3,1,5,0,0,OFFENSE INVOLVING CHILDREN,0
14,1,3,3,0,0,CRIMINAL DAMAGE,3
23,0,4,5,0,0,MOTOR VEHICLE THEFT,1
12,5,8,3,1,0,CRIMINAL DAMAGE,2
0,2,4,3,0,0,DECEPTIVE PRACTICE,0
22,2,10,2,0,1,OTHER OFFENSE,2
15,5,5,6,1,0,ASSAULT,1
0,1,5,3,0,0,THEFT,0
12,3,3,5,0,0,BURGLARY,3
5,1,2,5,0,0,MOTOR VEHICLE THEFT,0
12,4,12,5,0,0,MOTOR VEHICLE THEFT,2
18,6,12,5,1,0,MOTOR VEHICLE THEFT,2
8,1,2,6,0,1,BATTERY,1
11,6,7,5,1,0,MOTOR VEHICLE THEFT,0
14,5,8,3,1,0,THEFT,2
10,4,6,6,0,0,BATTERY,1
16,1,1,3,0,0,CRIMINAL TRESPASS,3
11,0,6,3,0,0,CRIMINAL DAMAGE,3
4,0,11,6,0,1,BATTERY,0
10,3,1,3,0,0,CRIMINAL DAMAGE,3
21,5,4,5,1,0,MOTOR VEHICLE THEFT,1
13,4,10,3,0,0,THEFT,2
23,4,9,5,0,1,WEAPONS VIOLATION,1
16,3,10,6,0,0,ASSAULT,1
10,5,12,3,1,0,CRIMINAL DAMAGE,2
17,1,3,3,0,1,THEFT,3
14,3,9,2,0,0,CONCEALED CARRY LICENSE VIOLATION,2
20,0,10,6,0,0,BATTERY,1
0,1,7,3,0,0,THEFT,0
8,0,4,3,0,0,CRIMINAL DAMAGE,3
9,1,11,3,0,0,THEFT,2
5,6,6,6,1,0,BATTERY,0
16,6,9,3,1,0,CRIMINAL DAMAGE,2
13,5,7,6,1,0,ASSAULT,1
16,3,9,6,0,1,ASSAULT,1
2,2,11,3,0,0,CRIMINAL DAMAGE,0
1,3,4,3,0,0,CRIMINAL DAMAGE,0
7,2,4,5,0,0,MOTOR VEHICLE THEFT,0
16,6,7,6,1,0,ASSAULT,1
13,5,6,6,1,0,BATTERY,1
16,1,3,3,0,0,THEFT,3
22,1,10,6,0,0,BATTERY,1
17,2,9,2,0,0,OTHER OFFENSE,2
23,6,11,2,1,0,OTHER OFFENSE,2
18,5,9,3,1,0,THEFT,2
6,3,4,5,0,0,BURGLARY,0
17,3,9,3,0,0,THEFT,2
1,5,7,5,1,1,WEAPONS VIOLATION,0
9,0,5,3,0,0,DECEPTIVE PRACTICE,3
15,6,10,3,1,0,CRIMINAL DAMAGE,2
2,2,7,6,0,0,BATTERY,0
0,4,3,3,0,0,CRIMINAL DAMAGE,0
0,6,5,3,1,0,DECEPTIVE PRACTICE,0
12,6,12,3,1,0,THEFT,2
4,6,11,5,1,0,MOTOR VEHICLE THEFT,0
10,6,3,3,1,0,THEFT,3
8,0,7,2,0,0,OTHER OFFENSE,2
11,1,9,5,0,0,BURGLARY,1
0,3,8,5,0,0,BURGLARY,0
19,4,3,5,0,1,WEAPONS VIOLATION,1
22,4,8,3,0,0,THEFT,2
6,3,12,5,0,0,MOTOR VEHICLE THEFT,0
6,0,7,3,0,0,CRIMINAL DAMAGE,2
19,3,10,7,0,0,ARSON,1
11,5,12,6,1,1,BATTERY,1
7,2,11,6,0,0,ASSAULT,0
15,2,4,3,0,1,THEFT,3
1,5,6,3,1,0,CRIMINAL TRESPASS,0
20,1,7,6,0,0,BATTERY,1
1,2,12,3,0,1,CRIMINAL TRESPASS,0
13,3,7,7,0,0,ROBBERY,1
14,4,10,5,0,0,MOTOR VEHICLE THEFT,1
3,5,3,7,1,0,ROBBERY,0
9,2,3,3,0,0,DECEPTIVE PRACTICE,3
7,2,4,6,0,0,BATTERY,0
9,1,10,3,0,0,THEFT,2
23,1,6,6,0,1,BATTERY,1
18,3,9,5,0,0,BURGLARY,1
3,4,2,3,0,0,CRIMINAL DAMAGE,0
0,0,5,5,0,0,MOTOR VEHICLE THEFT,0
23,3,1,6,0,0,BATTERY,1
23,1,9,5,0,0,WEAPONS VIOLATION,1
12,1,12,3,0,0,THEFT,2
14,2,1,6,0,0,ASSAULT,1
11,0,2,3,0,0,THEFT,3
13,2,10,3,0,0,CRIMINAL TRESPASS,2
15,4,6,3,0,0,THEFT,3
19,3,10,3,0,0,THEFT,2
6,4,5,3,0,0,THEFT,0
8,2,5,3,0,0,THEFT,3
10,4,3,3,0,0,DECEPTIVE PRACTICE,3
1,1,1,5,0,0,BURGLARY,0
16,6,10,3,1,0,THEFT,2
23,2,5,6,0,1,BATTERY,1
10,0,6,2,0,0,OTHER OFFENSE,3
12,2,9,3,0,0,DECEPTIVE PRACTICE,2
21,1,1,3,0,0,THEFT,3
17,1,4,3,0,0,THEFT,3
23,6,10,3,1,0,CRIMINAL DAMAGE,2
14,2,2,3,0,0,DECEPTIVE PRACTICE,3
5,0,6,5,0,0,MOTOR VEHICLE THEFT,0
13,6,11,6,1,0,BATTERY,1
19,4,7,4,0,1,NARCOTICS,2
21,1,10,5,0,1,WEAPONS VIOLATION,1
12,0,9,6,0,0,ASSAULT,1
10,2,7,5,0,0,BURGLARY,1
6,0,6,5,0,0,BURGLARY,0
9,3,7,3,0,0,THEFT,2
18,3,10,7,0,0,ROBBERY,1
20,4,9,5,0,0,WEAPONS VIOLATION,1
19,4,5,3,0,0,THEFT,3
0,4,2,3,0,0,THEFT,0
0,2,11,3,0,0,THEFT,0
8,2,6,3,0,0,THEFT,3
22,1,1,3,0,1,CRIMINAL TRESPASS,3
17,4,5,3,0,1,DECEPTIVE PRACTICE,3
12,0,8,6,0,0,ASSAULT,1
23,4,4,3,0,0,THEFT,3
15,4,3,7,0,0,ROBBERY,1
0,5,3,6,1,1,ASSAULT,0
15,4,3,4,0,1,NARCOTICS,3
6,1,4,6,0,0,BATTERY,0
13,1,5,3,0,0,THEFT,3
20,3,1,4,0,1,NARCOTICS,3
23,6,9,3,1,1,THEFT,2
11,4,9,6,0,0,ASSAULT,1
20,2,4,6,0,0,ASSAULT,1
17,0,4,6,0,0,BATTERY,1
4,3,6,3,0,0,CRIMINAL DAMAGE,0
14,3,5,6,0,0,BATTERY,1
15,4,6,7,0,0,ROBBERY,1
22,0,11,3,0,0,CRIMINAL DAMAGE,2
1,0,5,5,0,0,MOTOR VEHICLE THEFT,0
0,0,2,3,0,0,THEFT,0
3,3,7,3,0,0,THEFT,0
0,4,5,3,0,0,THEFT,0
11,5,8,3,1,0,DECEPTIVE PRACTICE,2
20,5,3,3,1,0,THEFT,3
3,5,8,7,1,1,ROBBERY,0
18,2,12,3,0,0,THEFT,2
10,6,4,6,1,0,BATTERY,1
8,3,4,6,0,0,BATTERY,1
16,1,6,6,0,0,BATTERY,1
10,5,3,5,1,0,BURGLARY,0
14,0,7,6,0,0,BATTERY,1
10,6,2,6,1,1,BATTERY,1
17,5,5,3,1,0,DECEPTIVE PRACTICE,3
23,6,8,5,1,0,BURGLARY,1
21,3,9,5,0,0,BURGLARY,1
21,1,1,4,0,1,NARCOTICS,3
